"#OG id"	"OG name"	"uberon mapping status"	"entity"	"entity name"	"qualifier"	"HOM ID"	"reference"	"ECO ID"	"ECO name"	"CIO ID"	"confidence  code name"	"taxon ID"	"taxon name"	"supporting text"	"assigned by"	"curator"	"date"	"comment"																																																																					
"OG:0001183"	"vestibulocochlear VIII ganglion cochlear component"	"ok 1X"	"UBERON:0000395"	"cochlear ganglion"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000005"	"Low confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (...) (5) cranial nerves (...)"	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0000515"	"thoracic sympathetic ganglion"	"ok 1X"	"UBERON:0000961"	"thoracic ganglion"		"HOM:0000007"	"PMID:22046306 ""Haeming D, Simoes-Costa M, Uy B, Valencia J, Sauka-Spengler T, Bronner-Fraser M, Expression of sympathetic nervous system genes in Lamprey suggests their recruitment for specification of a new vertebrate feature. PLoS One (2011)"""	"ECO:0000067"	"developmental similarity evidence"	"CIO:0000005"	"Low confidence assertion"	7776	"Gnathostomata"	"In the trunk region of gnathostomes, neural crest precursors to sensory and sympathetic ganglia migrate from the dorsal neural tube, along a ventral pathway to coalesce either next to the neural tube, to form dorsal root ganglia, or further ventrally adjacent to the dorsal aorta, to form sympathetic ganglia."	"bgee"	"ANN"	"2013-07-03"	"thoracic ganglion=thoracic sympathetic ganglion"																																																																					
		"no VHOG equivalent"	"UBERON:0002835"	"thoracic dorsal root ganglion"		"HOM:0000007"	"PMID:22046306 ""Haeming D, Simoes-Costa M, Uy B, Valencia J, Sauka-Spengler T, Bronner-Fraser M, Expression of sympathetic nervous system genes in Lamprey suggests their recruitment for specification of a new vertebrate feature. PLoS One (2011)"""	"ECO:0000067"	"developmental similarity evidence"	"CIO:0000005"	"Low confidence assertion"	7776	"Gnathostomata"	"In the trunk region of gnathostomes, neural crest precursors to sensory and sympathetic ganglia migrate from the dorsal neural tube, along a ventral pathway to coalesce either next to the neural tube, to form dorsal root ganglia, or further ventrally adjacent to the dorsal aorta, to form sympathetic ganglia."	"bgee"	"ANN"	"2013-07-03"																																																																						
"OG:0000076"	"cranial ganglion"	"ok 1X"	"UBERON:0001714"	"cranial ganglion"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (...) (5) cranial nerves (...)"	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0000715"	"facio-acoustic VII-VIII ganglion complex"	"issue, VHOG:0000715 matches twice, UBERON:0006232 facio-acoustic VII-VIII preganglion complex and UBERON:0012175 acoustico-facial VII-VIII ganglion complex"	"UBERON:0012175"	"acoustico-facial VII-VIII ganglion complex"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000005"	"Low confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (...) (5) cranial nerves (...)"	"bgee"	"ANN"	"2013-06-14"																																																																						
"OG:0000744"	"glossopharyngeal IX superior ganglion"	"ok 1X"	"UBERON:0005361"	"superior glossopharyngeal IX ganglion"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000005"	"Low confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (...) (5) cranial nerves (...)"	"bgee"	"ANN"	"2013-06-14"																																																																						
"OG:0000696"	"vestibulocochlear VIII ganglion"	"ok 1X"	"UBERON:0002827"	"auditory ganglion"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000005"	"Low confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (...) (5) cranial nerves (...)"	"bgee"	"ANN"	"2013-06-14"																																																																						
"OG:0000743"	"glossopharyngeal IX inferior ganglion"	"ok 1X"	"UBERON:0005360"	"inferior glossopharyngeal IX ganglion"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000005"	"Low confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (...) (5) cranial nerves (...)"	"bgee"	"ANN"	"2013-06-14"																																																																						
"OG:0000805"	"ciliary ganglion"	"ok 1X"	"UBERON:0002058"	"ciliary ganglion"		"HOM:0000007"	"DOI:10.1016/j.autneu.2010.03.002 ""Young HM, Cane KN, Anderson CR, Development of the autonomic nervous system: A comparative view. Autonomic Neuroscience : basic and clinical (2010)"""	"ECO:0000205"	"curator inference"	"CIO:0000005"	"Low confidence assertion"	117571	"Euteleostomi"	"Little is known about the development of parasympathetic neurons apart from the ciliary ganglion in chicks. Although there are considerable gaps in our knowledge, some of the mechanisms controlling sympathetic and enteric neuron development appear to be conserved between mammals, avians and zebrafish."	"bgee"	"ANN"	"2013-06-14"																																																																						
"OG:0000707"	"facial VII ganglion"	"ok 1X"	"UBERON:0001700"	"geniculate ganglion"		"HOM:0000007"	"DOI:10.1046/j.1469-7580.2001.19910133.x ""Graham A. The development and evolution of the pharyngeal arches. J Anat (2001)"""	"ECO:0000067"	"developmental similarity evidence"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"These (the epibranchial placodes) are focal thickenings of the embryonic ectoderm that form immediately dorsal and caudal of the clefts between the pharyngeal arches in all vertebrates, and they produce the neuroblasts which migrate and condense to form the distal cranial ganglia: the geniculate, petrosal and nodose ganglia."	"bgee"	"ANN"	"2013-06-14"																																																																						
"OG:0000702"	"glossopharyngeal IX ganglion"	"ok 1X"	"UBERON:0001701"	"glossopharyngeal ganglion"		"HOM:0000007"	"DOI:10.1046/j.1469-7580.2001.19910133.x ""Graham A. The development and evolution of the pharyngeal arches. J Anat (2001)"""	"ECO:0000067"	"developmental similarity evidence"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"These (the epibranchial placodes) are focal thickenings of the embryonic ectoderm that form immediately dorsal and caudal of the clefts between the pharyngeal arches in all vertebrates, and they produce the neuroblasts which migrate and condense to form the distal cranial ganglia: the geniculate, petrosal and nodose ganglia."	"bgee"	"ANN"	"2013-06-14"	"ganglion IX could correspond to petrosal"																																																																					
"OG:0000685"	"vagus X inferior ganglion"	"ok 1X"	"UBERON:0005363"	"inferior vagus X ganglion"		"HOM:0000007"	"DOI:10.1046/j.1469-7580.2001.19910133.x ""Graham A. The development and evolution of the pharyngeal arches. J Anat (2001)"""	"ECO:0000067"	"developmental similarity evidence"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"These (the epibranchial placodes) are focal thickenings of the embryonic ectoderm that form immediately dorsal and caudal of the clefts between the pharyngeal arches in all vertebrates, and they produce the neuroblasts which migrate and condense to form the distal cranial ganglia: the geniculate, petrosal and nodose ganglia."	"bgee"	"ANN"	"2013-06-14"	"UBERON:0005363 inferior vagus X ganglion, synonym: ""nodose ganglion"" EXACT"																																																																					
"//"	"NEURAL CREST"																																																																																						
"OG:0000057"	"neural crest"	"ok 1X"	"UBERON:0002342"	"neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000003"	"High confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-06-13"																																																																						
"OG:0001006"	"neural crest spinal cord"	"ok 1X"	"UBERON:0003853"	"spinal cord neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0000063"	"cranial neural crest"	"ok 1X"	"UBERON:0003099"	"cranial neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0000799"	"neural crest telencephalon"	"ok 1X"	"UBERON:0003850"	"telencephalon neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0000798"	"neural crest diencephalon"	"ok 1X"	"UBERON:0003851"	"diencephalon neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0000796"	"neural crest midbrain"	"ok 1X"	"UBERON:0003849"	"mesencephalic neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0001210"	"neural crest hindbrain"	"ok 1X"	"UBERON:0003852"	"rhombencephalon neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0000268"	"facio-acoustic neural crest"	"ok 1X"	"UBERON:0005565"	"facio-acoustic neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0001208"	"vagal neural crest"	"ok 1X"	"UBERON:0005428"	"vagal neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0000269"	"trigeminal neural crest"	"ok 1X"	"UBERON:0005563"	"trigeminal neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0000062"	"trunk neural crest"	"ok 1X"	"UBERON:0003083"	"trunk neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"OG:0001209"	"facial neural crest"	"ok 1X"	"UBERON:0007681"	"facial neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
		"no VHOG equivalent"	"UBERON:0009920"	"optic neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
		"no VHOG equivalent"	"UBERON:0010075"	"sacral neural crest"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.43"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"We conclude this section by listing some of the many synapomorphies of craniates, including (1) the neural crest (...)."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
		"no VHOG equivalent"	"UBERON:0003054"	"roof plate"		"HOM:0000007"	"DOI:10.6064/2012/475017 ""Robertshaw E, Kiecker C, Phylogenetic Origins of Brain Organisers. Scientifica (2012)"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000003"	"High confidence assertion"	7711	"Chordata"	"The signalling centres that regulate DV [dorso-ventral] patterning in vertebrates-notochord, prechordal plate, floor plate, MGE [medial ganglionic eminence], and roof plate-seem to have evolved more recently as they are only found in the chordate lineage."	"bgee"	"ANN"	"2013-06-12"																																																																						
"OG:0001018"	"roof plate rhombomeres"	"ok 1X"	"UBERON:0005502"	"rhombomere roof plate"		"HOM:0000007"	"DOI:10.6064/2012/475017 ""Robertshaw E, Kiecker C, Phylogenetic Origins of Brain Organisers. Scientifica (2012)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"The signalling centres that regulate DV [dorso-ventral] patterning in vertebrates-notochord, prechordal plate, floor plate, MGE [medial ganglionic eminence], and roof plate-seem to have evolved more recently as they are only found in the chordate lineage."	"bgee"	"ANN"	"2013-06-14"	"Amphioxus lacks key vertebrate characters, like rhombomeres [PMID:12435356 ""Mazet F, Shimeld SM, The evolution of chordate neural segmentation. Developmental biology (2002)""]"									"UBERON:0005572 EHDAA2:0001655 EMAPA:17105 EMAPA:16931 EMAPA:16487"	"UBERON:0005584 EHDAA2:0001695 EMAPA:16959 EMAPA:17133 EMAPA:16503"	"UBERON:0005502 ZFA:0001311"																																																										
"//OG:0000303"	"roof plate neural tube"	"ok 1X"	"UBERON:0003298"	"roof plate of neural tube"		"HOM:0000007"	"DOI:10.6064/2012/475017 ""Robertshaw E, Kiecker C, Phylogenetic Origins of Brain Organisers. Scientifica (2012)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7711	"Chordata"	"The signalling centres that regulate DV [dorso-ventral] patterning in vertebrates-notochord, prechordal plate, floor plate, MGE [medial ganglionic eminence], and roof plate-seem to have evolved more recently as they are only found in the chordate lineage."	"bgee"	"ANN"	"2013-06-12"	"Neural tube of Amphioxus and Vertebrates shares comparable gene expression patterns [PMID:12435356 ""Mazet F, Shimeld SM, The evolution of chordate neural segmentation. Developmental biology (2002)""]"																																																																					
"//OG:0000774"	"roof plate telencephalon"	"ok 1X"	"UBERON:0003300"	"roof plate of telencephalon"		"HOM:0000007"	"DOI:10.6064/2012/475017 ""Robertshaw E, Kiecker C, Phylogenetic Origins of Brain Organisers. Scientifica (2012)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"The signalling centres that regulate DV [dorso-ventral] patterning in vertebrates-notochord, prechordal plate, floor plate, MGE [medial ganglionic eminence], and roof plate-seem to have evolved more recently as they are only found in the chordate lineage."	"bgee"	"ANN"	"2013-07-03"	"Telencephalon is a craniata feature [http://tolweb.org/Craniata/14826/1997.01.01 ""Janvier P, Craniata. Animals with skulls. The Tree of Life Web Project (1997)""]"																																																																					
"//OG:0000777"	"roof plate spinal cord"	"ok 1X"	"UBERON:0005724"	"roof plate spinal cord region"		"HOM:0000007"	"DOI:10.6064/2012/475017 ""Robertshaw E, Kiecker C, Phylogenetic Origins of Brain Organisers. Scientifica (2012)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7711	"Chordata"	"The signalling centres that regulate DV [dorso-ventral] patterning in vertebrates-notochord, prechordal plate, floor plate, MGE [medial ganglionic eminence], and roof plate-seem to have evolved more recently as they are only found in the chordate lineage."	"bgee"	"ANN"	"2013-07-03"	"reference is not on the specific structure, then curator inference and medium confidence"																																																																					
"//OG:0000772"	"roof plate midbrain"	"ok 1X"	"UBERON:0003299"	"roof plate of midbrain"		"HOM:0000007"	"DOI:10.6064/2012/475017 ""Robertshaw E, Kiecker C, Phylogenetic Origins of Brain Organisers. Scientifica (2012)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7711	"Chordata"	"The signalling centres that regulate DV [dorso-ventral] patterning in vertebrates-notochord, prechordal plate, floor plate, MGE [medial ganglionic eminence], and roof plate-seem to have evolved more recently as they are only found in the chordate lineage."	"bgee"	"ANN"	"2013-06-12"	"Midbrain is a Chordata feature [PMID:10508734 ""Holland LZ, Holland ND, Chordate origins of the vertebrate central nervous system. Current opinion in neurobiology (1999)]"																																																																					
"//OG:0000770"	"roof plate metencephalon"	"ok 1X"	"UBERON:0003302"	"roof plate of metencephalon"		"HOM:0000007"	"DOI:10.6064/2012/475017 ""Robertshaw E, Kiecker C, Phylogenetic Origins of Brain Organisers. Scientifica (2012)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"The signalling centres that regulate DV [dorso-ventral] patterning in vertebrates-notochord, prechordal plate, floor plate, MGE [medial ganglionic eminence], and roof plate-seem to have evolved more recently as they are only found in the chordate lineage."	"bgee"	"ANN"	"2013-06-12"	"Metencephalon is a craniata feature [http://tolweb.org/Craniata/14826/1997.01.01 ""Janvier P, Craniata. Animals with skulls. The Tree of Life Web Project (1997)""]"																																																																					
"//OG:0000776"	"roof plate medulla oblongata"	"ok 1X"	"UBERON:0003303"	"roof plate of medulla oblongata"		"HOM:0000007"	"DOI:10.6064/2012/475017 ""Robertshaw E, Kiecker C, Phylogenetic Origins of Brain Organisers. Scientifica (2012)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"The signalling centres that regulate DV [dorso-ventral] patterning in vertebrates-notochord, prechordal plate, floor plate, MGE [medial ganglionic eminence], and roof plate-seem to have evolved more recently as they are only found in the chordate lineage."	"bgee"	"AUC"	"2013-05-27"	"Medulla oblongata is a vertebrate feature [curator]"																																																																					
"//OG:0000771"	"roof plate diencephalon"	"ok 1X"	"UBERON:0003301"	"roof plate of diencephalon"		"HOM:0000007"	"PMID:10508734 ""Holland LZ, Holland ND, Chordate origins of the vertebrate central nervous system. Current opinion in neurobiology (1999)"	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7711	"Chordata"	"microanatomical studies of the amphioxus CNS, based on 3D reconstructions of serial electron micrographs 4 and 5, suggest that the entire amphioxus cerebral vesicle, excepting its most posterior region, is homologous to the diencephalon"	"bgee"	"ANN"	"2013-06-13"	"Diencephalon is a Chordata feature [PMID:10508734 ""Holland LZ, Holland ND, Chordate origins of the vertebrate central nervous system. Current opinion in neurobiology (1999)]"																																																																					
		"no VHOG equivalent"	"UBERON:0005882"	"neural tube alar plate"		"HOM:0000007"	"PMID:10867629 ""Butler AB, Chordate evolution and the origin of craniates: an old brain in a new head. Anat Rec (2000)"""	"ECO:0000067"	"developmental similarity evidence"	"CIO:0000003"	"High confidence assertion"	89593	"Craniata"	"During embryological development of the craniate brain, the hollow nerve tube comprises a ventrally situated basal plate and a dorsally situated alar plate (...) The alar plate constitutes the sensory-receptive part of the nervous system."	"bgee"	"ANN"	"2013-09-24"	"synonym: ""alar plate of neural tube"" EXACT []. Alar plate, the dorsal half of the developing neural tube. def: ""the mantle layer of the neural tube that lies dorsal to the sulcus limitans and contains primarily sensory neurons and interneurons involved in communication of sensory impulses."""																																																																					
		"no VHOG equivalent"	"UBERON:0004064"	"neural tube basal plate"		"HOM:0000007"	"PMID:10867629 ""Butler AB, Chordate evolution and the origin of craniates: an old brain in a new head. Anat Rec (2000)"""	"ECO:0000067"	"developmental similarity evidence"	"CIO:0000003"	"High confidence assertion"	89593	"Craniata"	"During embryological development of the craniate brain, the hollow nerve tube comprises a ventrally situated basal plate and a dorsally situated alar plate (...) The alar plate constitutes the sensory-receptive part of the nervous system."	"bgee"	"ANN"	"2013-09-24"																																																																						
"OG:0001547"	"lamina terminalis"	"ok 1X"	"UBERON:0005078"	"lamina terminalis"		"HOM:0000007"	"PMID:8787764 ""Holland ND, Panganiban G, Henyey EL, Holland LZ, Sequence and developmental expression of AmphiDll, an amphioxus Distal-less gene transcribed in the ectoderm, epidermis and nervous system: insights into evolution of craniate forebrain and neural crest. Development (1996)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7711	"Chordata"	"Because the major neural expression domain of amphioxus AmphiDll is in the anterior three-fourths of the cerebral vesicle, we suggest that this region of the neural tube is homologous to parts of the craniate forebrain. This conclusion is strongly supported by three-dimensional, computer-assisted reconstruction of the neural tube of amphioxus based on serial transmission electron microscopy. At the neuroanatomical level, a number of detailed homologies are indicated between the anterior three-fourths of the amphioxus cerebral vesicle and the diencephalic region of the craniate forebrain. If one assumes that the amphioxus condition fairly represents the nervous system of the proximate ancestor of the craniates, one can suggest that they evolved from a creature that had the beginnings of a forebrain."	"bgee"	"ANN"	"2013-09-24"	"The median portion of the wall of the fore-brain vesicle consists of a thin lamina, the lamina terminalis [WP]"																																																																					
"OG:0001622"	"spinal cord ventral column"	"ok 1X"	"UBERON:0005375"	"spinal cord ventral column"		"HOM:0000007"	"no:id Holland LZ, October 7th 2010 in Lausanne (zholland@ucsd.edu)"	"ECO:0000034"	"non-traceable author statement"	"CIO:0000003"		7711	"Chordata"		"bgee"	"AUC"	"2013-05-27"	"7742 (Vertebrata) in Uberon"																																																																					
"OG:0000455"	"lateral wall midbrain"	"ok 1X"	"UBERON:0005495"	"midbrain lateral wall"		"HOM:0000007"	"no:id Holland LZ, October 7th 2010 in Lausanne (zholland@ucsd.edu)"	"ECO:0000034"	"non-traceable author statement"	"CIO:0000003"		7711	"Chordata"		"bgee"	"AUC"	"2013-05-27"	"7742 (Vertebrata) in Uberon"																																																																					
"OG:0000910"	"mantle layer lateral wall midbrain"	"ok 1X"	"UBERON:0009581"	"midbrain mantle layer"		"HOM:0000007"	"no:id Holland LZ, October 7th 2010 in Lausanne (zholland@ucsd.edu)"	"ECO:0000034"	"non-traceable author statement"	"CIO:0000003"		7711	"Chordata"		"bgee"	"AUC"	"2013-05-27"																																																																						
"OG:0001304"	"subarachnoid space midbrain"	"ok 1X"	"UBERON:0005217"	"midbrain subarachnoid space"		"HOM:0000007"	"no:id Holland LZ, October 7th 2010 in Lausanne (zholland@ucsd.edu)"	"ECO:0000034"	"non-traceable author statement"	"CIO:0000003"		7711	"Chordata"		"bgee"	"AUC"	"2013-05-27"																																																																						
"OG:0001303"	"subarachnoid space hindbrain"	"ok 1X"	"UBERON:0005219"	"hindbrain subarachnoid space"		"HOM:0000007"	"no:id Holland LZ, October 7th 2010 in Lausanne (zholland@ucsd.edu)"	"ECO:0000034"	"non-traceable author statement"	"CIO:0000003"		7711	"Chordata"		"bgee"	"AUC"	"2013-05-27"																																																																						
"OG:0001623"	"spinal cord dorsal column"	"ok 1X"	"UBERON:0005373"	"spinal cord dorsal column"		"HOM:0000007"	"no:id Holland LZ, October 7th 2010 in Lausanne (zholland@ucsd.edu)"	"ECO:0000034"	"non-traceable author statement"	"CIO:0000003"		7711	"Chordata"		"bgee"	"AUC"	"2013-05-27"																																																																						
"//OG:0000901"	"peripheral nerve"	"ok 1X"	"UBERON:0002003"	"peripheral nerve"		"HOM:0000007"	"no:id Holland LZ, October 7th 2010 in Lausanne (zholland@ucsd.edu)"	"ECO:0000034"	"non-traceable author statement"	"CIO:0000003"		7711	"Chordata"		"bgee"	"AUC"	"2013-05-27"																																																																						
"OG:0001323"	"frontal process"	"ok 1X"	"UBERON:0009293"	"embryonic frontal process"		"HOM:0000007"	"no:id Holland LZ, October 7th 2010 in Lausanne (zholland@ucsd.edu)"	"ECO:0000034"	"non-traceable author statement"	"CIO:0000003"		7711	"Chordata"		"bgee"	"AUC"	"2013-05-27"																																																																						
"OG:0001189"	"foramen ovale"	"ok 1X"	"UBERON:0001698"	"foramen ovale of skull"		"HOM:0000007"	"no:id Holland LZ, October 7th 2010 in Lausanne (zholland@ucsd.edu)"	"ECO:0000034"	"non-traceable author statement"	"CIO:0000003"		7711	"Chordata"		"bgee"	"AUC"	"2013-05-27"																																																																						
