HOM ID	HOM name	entity	entity name	qualifier	taxon ID	taxon name	line type	ECO ID	ECO name	confidence code ID	confidence code name	reference	reference title	supporting text	assigned by	curator	date
HOM:0000007	historical homology	UBERON:0001280	liver parenchyma		7742	Vertebrata	SUMMARY			CONF:0000012	congruent evidences of multiple experimental types, best confidence high				Bgee		
HOM:0000007	historical homology	UBERON:0001281	hepatic sinusoid		7742	Vertebrata	RAW	ECO:0000071	morphological similarity evidence	CONF:0000003	high confidence assertion from single evidence	DOI:10.1053/ax.2000.7133	Crawshaw GJ, Weinkle TK, Clinical and pathological aspects of the amphibian liver. Seminars in Avian and Exotic Pet Medicine (2000)	(...) the amphibian liver has characteristics in common with both fish and terrestrial vertebrates. (...) The histological structure of the liver is similar to that in other vertebrates, with hepatocytes arranged in clusters and cords separated by a meshwork of sinusoids and the presence of the traditional triad of portal venule, hepatic arteriole, and bile duct.	bgee	ANN	2013-07-09
HOM:0000007	historical homology	UBERON:0001285	nephron		7742	Vertebrata	RAW	ECO:0000033	traceable author statement	CONF:0000004	medium confidence assertion from single evidence	PMID:15376276	Mobjerg N, Jespersen A, Wilkinson M, Morphology of the kidney in the West African caecilian, Geotrypetes seraphini (Amphibia, Gymnophiona, Caeciliidae). J Morphol (2004)	The original vertebrate kidney, archinephros or holonephros, is believed to have covered the entire length of the coelom, consisting of paired segmental tubules with associated glomeruli, archinephrons (Price, 1897; Goodrich, 1958). Each tubule opened into the coelom through a ciliated nephrostome and was connected to the archinephric duct, which led to the exterior (Goodrich, 1958). Nephrons were present at some time in all body segments, but later were restricted to the trunk region of the animal. A tendency for the most anterior tubules to develop and function in early life, and for the more posterior tubules to develop and function later in life led to the differentiation into pro-, meso-, and metanephros (Goodrich, 1958).	bgee	ANN	2013-08-29
HOM:0000007	historical homology	UBERON:0001288	loop of Henle		40674	Mammalia	RAW	ECO:0000033	traceable author statement	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1093/ndt/14.10.2510	Morel F, The loop of Henle, a turning-point in the history of kidney physiology. Nephrol Dial Transplant (1999)	(…) in the meantime (1909) Klaus Peter [5] had reported that the loops of Henle are present in the kidney of mammals only, and that they are proportionally more developed in species living in a dry habitat and producing a concentrated urine.	bgee	ANN	2013-08-29
HOM:0000007	historical homology	UBERON:0001288	loop of Henle		40674	Mammalia	RAW	ECO:0000033	traceable author statement	CONF:0000004	medium confidence assertion from single evidence	PMID:23338209	Romagnani P, Lasagni L, Remuzzi G, Renal progenitors: an evolutionary conserved strategy for kidney regeneration. Nat Rev Nephrol (2013)	Both birds and mammals first develop a pronephros followed by a mesonephros, which ultimately degenerate to be replaced by the mature kidney, the metanephros (Figure 1c).(16) However, birds and mammals developed a modification to the basic structure of the nephron, a novel hairpin loop localized between the proximal and the distal tubule, namely Henle's loop (Figure 2). Henle's loop permitted the generation of an osmolar gradient for water reabsorption in the collecting duct and enabled the concentratation of urine, which contributed to the successful establishment of mammalian life.(16) (...) Avian and mammalian kidneys show a major modification to the basic structure of the nephron—Henle's loop—which enabled urine to be concentrated. Bird kidneys contain two types of nephrons: nephrons with Henle's loop ('mammalian type') and nephrons without Henle's loop ('reptilian type'). By contrast, all nephrons in mammals display Henle's loop, although the lengths of these loops differ both within and between species.	bgee	ANN	2013-08-29
HOM:0000007	historical homology	UBERON:0001288	loop of Henle		40674	Mammalia	SUMMARY			CONF:0000019	congruent evidences of same experimental type, best confidence medium				Bgee		
HOM:0000007	historical homology	UBERON:0001295	endometrium		40674	Mammalia	RAW	ECO:0000034	non-traceable author statement	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.144	The maternal part of the placenta (of eutherian mammals) is the vascularized and glandular uterine lining, or endometrium.	bgee	ANN	2013-08-30
HOM:0000007	historical homology	UBERON:0001296	myometrium		40674	Mammalia	RAW	ECO:0000067	developmental similarity evidence	CONF:0000003	high confidence assertion from single evidence	PMID:15471813	Spencer TE, Bazer FW, Uterine and placental factors regulating conceptus growth in domestic animals. Journal of Animal Science (2004)	In all mammals, the uterus develops as a specialization of the paramesonephric or Mullerian ducts, which gives rise to the infundibula, oviducts, uterus, cervix, and anterior vagina. Morphogenetic events common to development of all uteri include: 1) differentiation and growth of the myometrium, 2) differentiation and morphogenesis of the endometrial glands, and 3) organization and stratification of endometrial stroma. Uterine development is initiated in the fetus, but is only completed postnatally with differentiation and development of the endometrial glands.	bgee	ANN	2013-08-29
HOM:0000007	historical homology	UBERON:0001299	glans penis		40674	Mammalia	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1098/rsbl.2004.0161	Kelly DA, Turtle and mammal penis designs are anatomically convergent. Proceedings of the Royal Society of London (2004)	Penises are found in four amniote lineages: mammals (Williams-Ashman 1990), turtles (Zug 1966; McDowell 1983), squamates (Dowling & Savage 1960; Conner & Crews 1980) and archosaurs (Liebe 1914; King 1981; McCracken 2000). It has been proposed that a penis is an amniote synapomorphy (Jones 1915; Gauthier et al. 1988). However, anatomical and developmental differences among penises in these groups (Kelly 2002) mapped on independent phylogenetic hypotheses of their relationships (Rieppel & deBraga 1996; Hedges & Poling 1999; Janke et al. 2001) strongly suggest that each penis-bearing group arose independently from ancestors that had internal fertilization without intromission (such as the cloacal apposition seen in Sphenodon (Romer 1970) and passerine birds (Birkhead et al. 1993)).	bgee	ANN	2013-08-30
HOM:0000007	historical homology	UBERON:0001299|UBERON:0002411|UBERON:0004713	glans penis|clitoris|corpus cavernosum penis		40674	Mammalia	RAW	ECO:0000033	traceable author statement	CONF:0000004	medium confidence assertion from single evidence	PMID:23169570	Puppo V, Anatomy and physiology of the clitoris, vestibular bulbs, and labia minora with a review of the female orgasm and the prevention of female sexual dysfunction. Clin Anat (2013)	The clitoris is the homologue of the male’s glans and corpora cavernosa (Fig. 3) (Puppo et al., 2008b; Standring, 2008; Puppo, 2011a).	bgee	ANN	2013-08-30
HOM:0000007	historical homology	UBERON:0001301	epididymis		40674	Mammalia	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.556	(In mammalian testis) Along the way (the sperm travel), three accessory sex glands, the seminal vesicle, prostate, and bulbourethral (Cowper's) gland, respectively, add their secretions as sperm move from the testes to the urethra.	bgee	ANN	2013-08-30
HOM:0000007	historical homology	UBERON:0001305	ovarian follicle	NOT	7742	Vertebrata	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1146/annurev.cellbio.042308.13350	DeFalco T, Capel B, Gonad morphogenesis in vertebrates: divergent means to a convergent end. Annual review of cell and developmental biology (2009)	Examination of different vertebrate species shows that the adult gonad is remarkably similar in its morphology across different phylogenetic classes. Surprisingly, however, the cellular and molecular programs employed to create similar organs are not evolutionarily conserved.	bgee	ANN	2013-08-29
HOM:0000007	historical homology	UBERON:0001310	umbilical artery		9347	Eutheria	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1016/j.cbpa.2007.01.029	Mess A, Carter AM, Evolution of the placenta during the early radiation of placental mammals. Comparative Biochemistry and Physiology - Part A: Molecular and Integrative Physiology (2007)	Two umbilical arteries and one vein are characters of the common ancestor of living placental mammals. [curator]	bgee	ANN	2013-09-09
HOM:0000007	historical homology	UBERON:0001322	sciatic nerve		32523	Tetrapoda	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	PMID:21669821	Lacalli TC, Head organization and the head/trunk relationship in protochordates: problems and prospects. Integrative and Comparative Biology (2008)	Sciatic nerve is a somatic nerve. [curator]	bgee	ANN	2013-06-13
HOM:0000007	historical homology	UBERON:0001332	prepuce of penis		40674	Mammalia	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1098/rsbl.2004.0161	Kelly DA, Turtle and mammal penis designs are anatomically convergent. Proceedings of the Royal Society of London (2004)	Penises are found in four amniote lineages: mammals (Williams-Ashman 1990), turtles (Zug 1966; McDowell 1983), squamates (Dowling & Savage 1960; Conner & Crews 1980) and archosaurs (Liebe 1914; King 1981; McCracken 2000). It has been proposed that a penis is an amniote synapomorphy (Jones 1915; Gauthier et al. 1988). However, anatomical and developmental differences among penises in these groups (Kelly 2002) mapped on independent phylogenetic hypotheses of their relationships (Rieppel & deBraga 1996; Hedges & Poling 1999; Janke et al. 2001) strongly suggest that each penis-bearing group arose independently from ancestors that had internal fertilization without intromission (such as the cloacal apposition seen in Sphenodon (Romer 1970) and passerine birds (Birkhead et al. 1993)).	bgee	ANN	2013-08-30
HOM:0000007	historical homology	UBERON:0001342	mesovarium		7742	Vertebrata	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) Chapter 6, Integument, p.560 and Figure 14.23 p.561	The mesovarium is part of female reproductive system in all vertebrates and even present in hagfish. [curator]	bgee	ANN	2013-07-03
HOM:0000007	historical homology	UBERON:0001342	mesovarium		89593	Craniata	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) Chapter 6, Integument, p.560 and Figure 14.23 p.561	The mesovarium is part of female reproductive system in all vertebrates and even present in hagfish. [curator]	bgee	ANN	2013-07-03
HOM:0000007	historical homology	UBERON:0001343	seminiferous tubule of testis		32523	Tetrapoda	RAW	ECO:0000071	morphological similarity evidence	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.688 and Figure 21-28	Frogs among amphibians and the amniotes have males with testes that are composed of seminiferous tubules, which differ from ampullae in being long, highly convoluted ductules.	bgee	ANN	2013-08-30
HOM:0000007	historical homology	UBERON:0001353	anal region	NOT	33213	Bilateria	RAW	ECO:0000075	gene expression similarity evidence	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1038/nature07309	Hejnol A, Martindale MQ, Acoel development indicates the independent evolution of the bilaterian mouth and anus. Nature (2008)	A through gut could have been present in the last common ancestor of all bilaterians and the anus could have been lost independently in both Acoela and Nemertodermatida lineages. The expression of hindgut markers at the posterior pole in C. longifissura would therefore be remnants of a posterior anal opening. The more parsimonious explanation, however, is to assume that the metazoan mouth evolved first and the anal opening arose independently through co-option of hindgut genes in posterior domains at the ectodermal–endodermal interface.	bgee	ANN	2013-07-09
HOM:0000007	historical homology	UBERON:0001353	anal region	NOT	33213	Bilateria	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1038/nature07309	Hejnol A, Martindale MQ, Acoel development indicates the independent evolution of the bilaterian mouth and anus. Nature (2008)	A through gut could have been present in the last common ancestor of all bilaterians and the anus could have been lost independently in both Acoela and Nemertodermatida lineages. The expression of hindgut markers at the posterior pole in C. longifissura would therefore be remnants of a posterior anal opening. The more parsimonious explanation, however, is to assume that the metazoan mouth evolved first and the anal opening arose independently through co-option of hindgut genes in posterior domains at the ectodermal–endodermal interface.	bgee	ANN	2013-07-09
HOM:0000007	historical homology	UBERON:0001353	anal region	NOT	33213	Bilateria	SUMMARY			CONF:0000013	congruent evidences of multiple experimental types, best confidence medium				Bgee		
HOM:0000007	historical homology	UBERON:0001359	cerebrospinal fluid		7742	Vertebrata	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000003	high confidence assertion from single evidence	PMID:19274662	Lowery LA, Sive H, Totally tubular: the mystery behind function and origin of the brain ventricular system. Bioessays (2009)	A unique feature of the vertebrate brain is the brain ventricular system, a series of connected cavities which are filled with cerebrospinal fluid (CSF) and surrounded by neuroepithelium.	bgee	ANN	2013-06-11
HOM:0000007	historical homology	UBERON:0001366	parietal peritoneum		7742	Vertebrata	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1007/s00898-999-0002-1	Brainerd EL, New perspectives on the evolution of lung ventilation mechanisms in vertebrates. Experimental Biology Online (1999)	In green iguanas, as in most lepidosaurs, the body cavity is not divided into separate pleural and peritoneal spaces. Instead, the lungs and viscera are contained within a single,„pleuroperitoneal“ cavity. This condition is also seen in air-breathing fishes and amphibians, indicating that an undivided body cavity is the primitive condition for amniotes.	bgee		
HOM:0000007	historical homology	UBERON:0001373|UBERON:0013511|UBERON:0014888	sartorius muscle|ambiens muscle|iliotibialis muscle		32523	Tetrapoda	RAW	ECO:0000034	non-traceable author statement	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.391	The ambiens of reptiles and the iliotibialis of amphibians are likely homologues of the sartorius.	bgee	ANN	2013-09-23
HOM:0000007	historical homology	UBERON:0001377	quadriceps femoris		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.394 Table 10.2		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001388	gastrocnemius		40674	Mammalia	RAW	ECO:0000034	non-traceable author statement	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.393	The most prominent ventral muscle of the shank is the gastrocnemius, the 'calf' muscle. In mammals, it has two heads, resulting from the fusion of two different phylogenetic predecessors.	bgee	ANN	2013-08-22
HOM:0000007	historical homology	UBERON:0001434	skeletal system		7742	Vertebrata	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	PMID:23535660	Shimada A, Kawanishi T, Kaneko T, Yoshihara H, Yano T, Inohaya K, Kinoshita M, Kamei Y, Tamura K, Takeda H, Trunk exoskeleton in teleosts is mesodermal in origin. Nat Commun (2013)	The vertebrate mineralized skeleton is known to have first emerged as an exoskeleton that extensively covered the fossil jawless fish. The evolutionary origin of this exoskeleton has long been attributed to the emergence of the neural crest, but experimental evaluation for this is still poor. Here we determine the embryonic origin of scales and fin rays of medaka (teleost trunk exoskeletons) by applying long-term cell labelling methods, and demonstrate that both tissues are mesodermal in origin. Neural crest cells, however, fail to contribute to these tissues. This result suggests that the trunk neural crest has no skeletogenic capability in fish, instead highlighting the dominant role of the mesoderm in the evolution of the trunk skeleton. This further implies that the role of the neural crest in skeletogenesis has been predominant in the cephalic region from the early stage of vertebrate evolution.	bgee	ANN	2013-08-12
HOM:0000007	historical homology	UBERON:0001461	elbow		32523	Tetrapoda	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	PMID:22722854	Pierce SE, Clack JA, Hutchinson JR, Three-dimensional limb joint mobility in the early tetrapod Ichthyostega. Nature (2012)	Elbow joint mobility in Ichthyostega is, as far as can be judged from the ulna articulation, comparable to that in the modern tetrapods.	bgee		
HOM:0000007	historical homology	UBERON:0001464	hip		7776	Gnathostomata	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.333	The pelvic girdle is never joined by contributions of dermal bone. From its first appearance in placoderms, the pelvic girdle is exclusively endoskeletal. It arose from pterygiophores, perhaps several times, in support of the fin.	bgee	ANN	2013-07-16
HOM:0000007	historical homology	UBERON:0001465	knee		32523	Tetrapoda	RAW	ECO:0000033	traceable author statement	CONF:0000003	high confidence assertion from single evidence	PMID:22722854	Pierce SE, Clack JA, Hutchinson JR, Three-dimensional limb joint mobility in the early tetrapod Ichthyostega. Nature (2012)	This proposed model of hindlimb movement in Ichthyostega is in accordance with the development of broad, paddle-shaped, distal limb bones and expanded pedes (1). It is also further supported by a reduced range of flexion/extension in the knee, which is an essential component of terrestrial locomotion in living tetrapods (18, 19, 20, 21).	bgee		
HOM:0000007	historical homology	UBERON:0001467	shoulder		32523	Tetrapoda	RAW	ECO:0000067	developmental similarity evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.332	(...) endochondral elements of the early tetrapod shoulder develop from two centers of ossification, giving rise to a scapula and a 'coracoid'.	bgee	ANN	2013-07-16
HOM:0000007	historical homology	UBERON:0001470	glenohumeral joint		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.193 and Figure 5-14		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001471	skin of prepuce of penis		40674	Mammalia	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1098/rsbl.2004.0161	Kelly DA, Turtle and mammal penis designs are anatomically convergent. Proceedings of the Royal Society of London (2004)	Penises are found in four amniote lineages: mammals (Williams-Ashman 1990), turtles (Zug 1966; McDowell 1983), squamates (Dowling & Savage 1960; Conner & Crews 1980) and archosaurs (Liebe 1914; King 1981; McCracken 2000). It has been proposed that a penis is an amniote synapomorphy (Jones 1915; Gauthier et al. 1988). However, anatomical and developmental differences among penises in these groups (Kelly 2002) mapped on independent phylogenetic hypotheses of their relationships (Rieppel & deBraga 1996; Hedges & Poling 1999; Janke et al. 2001) strongly suggest that each penis-bearing group arose independently from ancestors that had internal fertilization without intromission (such as the cloacal apposition seen in Sphenodon (Romer 1970) and passerine birds (Birkhead et al. 1993)).	bgee	ANN	2013-08-30
HOM:0000007	historical homology	UBERON:0001473	lymphatic vessel		32523	Tetrapoda	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.627	Tetrapods have evolved distinct lymphatic systems, in which lymphatic capillaries help drain most of the tissues of the body.	bgee	ANN	2013-06-28
HOM:0000007	historical homology	UBERON:0001474	bone element		7742	Vertebrata	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1159/000324245	Murdock DJ, Donoghue PC, Evolutionary Origins of Animal Skeletal Biomineralization. Cells Tissues Organs (2011)	The 'new animal phylogeny' reveals that many of the groups known to biomineralize sit among close relatives that do not, and it favours an interpretation of convergent or parallel evolution for biomineralization in animals. (...) Whether this 'biomineralization toolkit' of genes reflects a parallel co-option of a common suite of genes or the inheritance of a skeletogenic gene regulatory network from a biomineralizing common ancestor remains an open debate.	bgee	ANN	2013-08-21
HOM:0000007	historical homology	UBERON:0001476	deltoid		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.394 Table 10.2		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001477	infraspinatus muscle		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.394 Table 10.2		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001478	teres major muscle		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.394 Table 10.2		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001479	sesamoid bone		117571	Euteleostomi	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1016/S1095-6433(02)00241-6	Summers AP, Koob TJ, The evolution of tendon - morphology and material properties. Comparative Biochemistry and Physiology-Part A: Molecular and Integrative Physiology (2002)	Sesamoid bones are common in bony fish and also in tetrapods.	bgee	ANN	2013-09-10
HOM:0000007	historical homology	UBERON:0001485	knee joint		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.193 and Figure 5-14		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001486	hip joint		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.193 and Figure 5-14		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001490	elbow joint		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.193 and Figure 5-14		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001492	radial nerve		32523	Tetrapoda	RAW	ECO:0000205	curator inference	CONF:0000005	low confidence assertion from single evidence	DOI:10.1046/j.1469-7580.1997.19030447.x	Koizumi M, Sakai T, On the morphology of the brachial plexus of the platypus (Ornithorhynchus anatinus) and the echidna (Tachyglossus aculeatus).  Journal of Anatomy (1997)	Considering the incomplete dorsoventral division of forelimb nerves in some reptiles and urodeles, the caudal half of the monotreme brachial plexus has characteristics in common with those of lower tetrapods.	bgee	ANN	2013-06-14
HOM:0000007	historical homology	UBERON:0001494	ulnar nerve		32523	Tetrapoda	RAW	ECO:0000205	curator inference	CONF:0000005	low confidence assertion from single evidence	DOI:10.1046/j.1469-7580.1997.19030447.x	Koizumi M, Sakai T, On the morphology of the brachial plexus of the platypus (Ornithorhynchus anatinus) and the echidna (Tachyglossus aculeatus).  Journal of Anatomy (1997)	Considering the incomplete dorsoventral division of forelimb nerves in some reptiles and urodeles, the caudal half of the monotreme brachial plexus has characteristics in common with those of lower tetrapods.	bgee	ANN	2013-06-12
HOM:0000007	historical homology	UBERON:0001506	brachialis muscle		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.342-343 and Figure 10-20 and Table 10-7		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001507	biceps brachii		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.342-343 and Figure 10-20 and Table 10-7		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001508	arch of aorta		32523	Tetrapoda	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.460 and p.461 Figure 12.20	The double systemic arch arches (left and right) present in amphibians and reptiles become reduced to a single systemic arch - the right in birds, the left in mammals.	bgee	ANN	2013-09-09
HOM:0000007	historical homology	UBERON:0001509	triceps brachii		40674	Mammalia	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.394 Table 10.2		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001532	internal carotid artery		7742	Vertebrata	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.451-454 and Figure 12.11		bgee	vHOG	
HOM:0000007	historical homology	UBERON:0001555	digestive tract		7742	Vertebrata	RAW	ECO:0000034	non-traceable author statement	CONF:0000003	high confidence assertion from single evidence	PMID:11256379	Smith DM, Grasty RC, Theodosiou NA, Tabin CJ, Nascone-Yoder NM, Evolutionary relationships between the amphibian, avian, and mammalian stomachs. Evolution and development (2000)	Although the gut is homologous among different vertebrates, morphological differences exist between different species.	bgee	ANN	2013-07-05
HOM:0000007	historical homology	UBERON:0001555	digestive tract	NOT	33213	Bilateria	RAW	ECO:0000067	developmental similarity evidence	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1038/nature07309	Hejnol A, Martindale MQ, Acoel development indicates the independent evolution of the bilaterian mouth and anus. Nature (2008)	Most bilaterian animals possess a through gut with a separate mouth and anus. (...) These results (we studied the expression of genes involved in bilaterian foregut and hindgut patterning during the development of the acoel Convolutriloba longifissura) contradict the hypothesis that the bilaterian mouth and anus evolved simultaneously from a common blastoporal opening, and suggest that a through gut might have evolved independently in different animal lineages.	bgee	ANN	2013-07-05
HOM:0000007	historical homology	UBERON:0001555	digestive tract	NOT	33213	Bilateria	RAW	ECO:0000075	gene expression similarity evidence	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1038/nature07309	Hejnol A, Martindale MQ, Acoel development indicates the independent evolution of the bilaterian mouth and anus. Nature (2008)	Most bilaterian animals possess a through gut with a separate mouth and anus. (...) These results (we studied the expression of genes involved in bilaterian foregut and hindgut patterning during the development of the acoel Convolutriloba longifissura) contradict the hypothesis that the bilaterian mouth and anus evolved simultaneously from a common blastoporal opening, and suggest that a through gut might have evolved independently in different animal lineages.	bgee	ANN	2013-07-05
HOM:0000007	historical homology	UBERON:0001555	digestive tract	NOT	33213	Bilateria	SUMMARY			CONF:0000013	congruent evidences of multiple experimental types, best confidence medium				Bgee		
HOM:0000007	historical homology	UBERON:0001571	genioglossus muscle		7742	Vertebrata	RAW	ECO:0000075	gene expression similarity evidence	CONF:0000004	medium confidence assertion from single evidence	PMID:16252276	Kusakabe R, Kuratani S, Evolution and developmental patterning of the vertebrate skeletal muscles: perspectives from the lamprey. Dev Dyn (2005)	The lamprey head contains another group of muscles, the epi- and hypobranchial muscles (EBM and HBM), derivatives of anterior trunk myotomes. (...) The origin and the migration pattern of HBM precursors are very similar to that of the gnathostome MPP [migratory muscle precursors], especially to that of the tongue muscle precursors. Other evidence of homology of lamprey HBM to the gnathostome tongue muscle is that HBM is innervated by the nerve termed the hypoglossal nerve based on its morphological position associated with the head/trunk interface  (Kuratani et al., 1997). (...) The HBM-specific expression of the LampPax3/7 gene is consistent with the homology of this muscle to the gnathostome tongue muscle, or to the hypobranchial series as a whole (including the infrahyoid and possibly the diaphragm in mammals).	bgee	ANN	2013-09-23
HOM:0000007	historical homology	UBERON:0001571|UBERON:0011151	genioglossus muscle|jaw depressor muscle		117571	Euteleostomi	RAW	ECO:0000033	traceable author statement	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1186/1471-213X-8-24	Table 7	according to e.g. Edgeworth [12] the genioglossus of salamanders such as Ambystoma is derived from the coracomandibularis [Probable plesiomorphic osteichthyan condition]	bgee	ANN	2013-09-23
