HOM ID	HOM name	entity	entity name	taxon ID	taxon name	CIO ID	CIO name	supporting text
HOM:0000007	historical homology	UBERON:0001585	anterior vena cava	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001591	thymic vein	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001597	masseter muscle	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001598	temporalis muscle	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001599	stapedius muscle	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001599|UBERON:0011647|UBERON:0011649|UBERON:0011650	stapedius muscle|depressor mandibulae muscle|levator operculi|epihyoidean	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001600	tensor tympani	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001601	extra-ocular muscle	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001602	medial rectus extraocular muscle	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001603	lateral rectus extra-ocular muscle	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001606	muscle of iris	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001609	isthmus of thyroid gland	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001621	coronary artery	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001622	lacrimal artery	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001629	carotid body	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001630	muscle organ	33208	Metazoa	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001633	basilar artery	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001637	artery	7711	Chordata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001638	vein	7711	Chordata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001643	oculomotor nerve	89593	Craniata	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001644	trochlear nerve	89593	Craniata	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001645	trigeminal nerve	89593	Craniata	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001646	abducens nerve	89593	Craniata	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001647	facial nerve	89593	Craniata	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001648	vestibulocochlear nerve	89593	Craniata	CIO:0000019	confidence statement from congruent evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001649	glossopharyngeal nerve	89593	Craniata	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001650	hypoglossal nerve	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001668	cerebellar vein	7776	Gnathostomata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001674	masseteric vein	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001675	trigeminal ganglion	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001678	temporal bone	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001679	ethmoid bone	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001680	lacrimal bone	8287	Sarcopterygii	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001680|UBERON:2000223	lacrimal bone|infraorbital 1	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001681	nasal bone	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001683	jugal bone	8287	Sarcopterygii	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001683|UBERON:2001408	jugal bone|infraorbital 3	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001685	hyoid bone	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001686	auditory ossicle	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001687	stapes bone	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001687|UBERON:0011606	stapes bone|hyomandibular bone	32523	Tetrapoda	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001688	incus bone	40674	Mammalia	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001688|UBERON:0006597	incus bone|quadrate bone	32523	Tetrapoda	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001689	malleus bone	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001689|UBERON:0004744	malleus bone|articular/anguloarticular	32523	Tetrapoda	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001690	ear	7742	Vertebrata	CIO:0000019	confidence statement from congruent evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001691	external ear	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001692	basioccipital bone	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001693	exoccipital bone	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001694	petrous part of temporal bone	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001695	squamous part of temporal bone	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001698	foramen ovale of skull	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001700	geniculate ganglion	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001701	glossopharyngeal ganglion	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001705	nail	9443	Primates	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001706	nasal septum	7776	Gnathostomata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001707	nasal cavity	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001708	jaw skeleton	7776	Gnathostomata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001709	upper jaw region	7776	Gnathostomata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001710	lower jaw region	7776	Gnathostomata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001712	upper eyelid	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001713	lower eyelid	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001714	cranial ganglion	89593	Craniata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001719	nucleus ambiguus	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001723	tongue	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001727	taste bud	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001728	nasopharynx	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001729	oropharynx	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001736	submandibular gland	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001737	larynx	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001738	thyroid cartilage	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001739	laryngeal cartilage	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001743	ligament of larynx	40674	Mammalia	CIO:0000004	medium confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Tetrapoda
HOM:0000007	historical homology	UBERON:0001751	dentine	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001753	cementum	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001753|UBERON:0004103|UBERON:0008266|UBERON:0008969	cementum|alveolar ridge|periodontal ligament|dental follicle	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001754	dental pulp	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001756	middle ear	8292	Amphibia	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001756	middle ear	8459	Testudines	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001756	middle ear	8492	Archosauria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001756	middle ear	8504	Lepidosauria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001756	middle ear	40674	Mammalia	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001757	pinna	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001758	periodontium	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001759	vagus nerve	89593	Craniata	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001761	future foramen cecum	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001763	odontogenic papilla	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001765	mammary duct	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001766	anterior chamber of eyeball	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001769	iris	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001771	pupil	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001772	corneal epithelium	7742	Vertebrata	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001773	sclera	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001775	ciliary body	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001776	optic choroid	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001778	ciliary epithelium	7742	Vertebrata	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001780	spinal nerve	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001782	pigmented layer of retina	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001783	optic disc	7742	Vertebrata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001785	cranial nerve	89593	Craniata	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001787	photoreceptor layer of retina	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001787|UBERON:0001905	photoreceptor layer of retina|pineal body	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001789	outer nuclear layer of retina	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001790	outer plexiform layer of retina	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001791	inner nuclear layer of retina	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001792	ganglionic layer of retina	7742	Vertebrata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001793	nerve fiber layer of retina	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001795	inner plexiform layer of retina	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001796	aqueous humor of eyeball	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001797	vitreous humor	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001798	vitreous body	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001803	epithelium of lens	7742	Vertebrata	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001804	capsule of lens	7742	Vertebrata	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0001805	autonomic ganglion	89593	Craniata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001806	sympathetic ganglion	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001813	somatic nerve plexus	7776	Gnathostomata	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001814	brachial nerve plexus	7776	Gnathostomata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001815	lumbosacral nerve plexus	7776	Gnathostomata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001817	lacrimal gland	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001820	sweat gland	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001821	sebaceous gland	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001828	gingiva	7776	Gnathostomata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001831	parotid gland	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001832	sublingual gland	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001833	lip	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001834	upper lip	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001835	lower lip	7776	Gnathostomata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001839	bony labyrinth	32525	Theria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001840	semicircular canal	32525	Theria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001844	cochlea	32525	Theria	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	Alternative homology hypothesis of low confidence exists for taxon: Tetrapoda
HOM:0000007	historical homology	UBERON:0001846	internal ear	7711	Chordata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001849	membranous labyrinth	32525	Theria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001853	utricle of membranous labyrinth	7898	Actinopterygii	CIO:0000004	medium confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Gnathostomata
HOM:0000007	historical homology	UBERON:0001853	utricle of membranous labyrinth	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Gnathostomata
HOM:0000007	historical homology	UBERON:0001854	saccule of membranous labyrinth	7898	Actinopterygii	CIO:0000004	medium confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Gnathostomata
HOM:0000007	historical homology	UBERON:0001854	saccule of membranous labyrinth	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Gnathostomata
HOM:0000007	historical homology	UBERON:0001855	cochlear duct of membranous labyrinth	32525	Theria	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001856	semicircular duct	32525	Theria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001857	anterior semicircular duct	32525	Theria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001858	posterior semicircular duct	32525	Theria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001869	cerebral hemisphere	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001873	caudate nucleus	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001874	putamen	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001875	globus pallidus	1338369	Dipnotetrapodomorpha	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001876	amygdala	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001883	olfactory tubercle	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001884	phrenic nerve	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001886	choroid plexus	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001890	forebrain	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001891	midbrain	7711	Chordata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001892	rhombomere	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001893	telencephalon	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001894	diencephalon	7711	Chordata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001895	metencephalon	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001896	medulla oblongata	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001897	dorsal plus ventral thalamus	8457	Sauropsida	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001897	dorsal plus ventral thalamus	40674	Mammalia	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001898	hypothalamus	7711	Chordata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001899	epithalamus	7711	Chordata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001901	epithelium of trachea	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001902	epithelium of small intestine	32523	Tetrapoda	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001905	pineal body	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001911	mammary gland	40674	Mammalia	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001913	milk	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001915	endothelium of capillary	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001916	endothelium of arteriole	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001917	endothelium of artery	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001918	endothelium of venule	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001919	endothelium of vein	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001936	tuberomammillary nucleus	314146	Euarchontoglires	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001938	lateral mammillary nucleus	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001939	medial mammillary nucleus	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001941|ZFA:0000302	lateral habenular nucleus|ventral habenular nucleus (Danio)	117571	Euteleostomi	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001943	midbrain tegmentum	7742	Vertebrata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001947	red nucleus	7776	Gnathostomata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001949	gingival epithelium	7776	Gnathostomata	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001951	epithelium of nasopharynx	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001952	epithelium of oropharynx	40674	Mammalia	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001954	Ammon's horn	7742	Vertebrata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001976	epithelium of esophagus	33213	Bilateria	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001979	venule	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001980	arteriole	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001981	blood vessel	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001982	capillary	7711	Chordata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001985	corneal endothelium	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001986	endothelium	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001987	placenta	32525	Theria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001997	olfactory epithelium	117571	Euteleostomi	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001999	iliopsoas	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002000	gluteal muscle	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002012	pulmonary artery	117571	Euteleostomi	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0002016	pulmonary vein	8287	Sarcopterygii	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002018	synovial membrane of synovial joint	8287	Sarcopterygii	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002019	accessory XI nerve	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002020	gray matter	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002023	claustrum of brain	32525	Theria	CIO:0000004	medium confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Mammalia
HOM:0000007	historical homology	UBERON:0002028	hindbrain	7711	Chordata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0002029	epithelium of gall bladder	7742	Vertebrata	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0002031	epithelium of bronchus	32523	Tetrapoda	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0002036	striated muscle tissue	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002037	cerebellum	7776	Gnathostomata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002038	substantia nigra	7777	Chondrichthyes	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002038	substantia nigra	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002042	lymphatic vessel endothelium	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002045	cuneate nucleus	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002046	thyroid gland	7711	Chordata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0002046|UBERON:0006870	thyroid gland|endostyle	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002048	lung	7776	Gnathostomata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002048|UBERON:0006860	lung|swim bladder	117571	Euteleostomi	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0002049|UBERON:0007798	vasculature|vascular system	33208	Metazoa	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002051	epithelium of bronchiole	40674	Mammalia	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0002062	endocardial cushion	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002063	sinus venosus	7742	Vertebrata	CIO:0000019	confidence statement from congruent evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0002064	common cardinal vein	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0002065	posterior cardinal vein	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
